车次,日期.y,车站.y,实际到达.y,实际出发.y,图定到达.y,图定出发.y,轨道.y
G1304,2015-09-06,英德西,2015-9-6 13:43,2015-9-6 13:43,2015-9-6 13:44,2015-9-6 13:44,II道
G1122,2015-09-06,英德西,2015-9-6 13:50,2015-9-6 13:50,2015-9-6 13:50,2015-9-6 13:50,II道
G1316,2015-09-06,英德西,2015-9-6 13:56,2015-9-6 13:56,2015-9-6 13:56,2015-9-6 13:56,II道
G1006,2015-09-06,英德西,2015-9-6 14:01,2015-9-6 14:01,2015-9-6 14:02,2015-9-6 14:02,II道
G6016,2015-09-06,英德西,2015-9-6 14:06,2015-9-6 14:06,2015-9-6 14:08,2015-9-6 14:08,II道
G1014,2015-09-06,英德西,2015-9-6 14:21,2015-9-6 14:21,2015-9-6 14:24,2015-9-6 14:24,II道
G78,2015-09-06,英德西,2015-9-6 14:29,2015-9-6 14:32,2015-9-6 14:32,2015-9-6 14:34,4道
G6024,2015-09-06,英德西,2015-9-6 14:40,2015-9-6 14:40,2015-9-6 14:42,2015-9-6 14:42,II道
G6026,2015-09-06,英德西,2015-9-6 14:45,2015-9-6 14:45,2015-9-6 14:47,2015-9-6 14:47,II道
G76,2015-09-06,英德西,2015-9-6 14:51,2015-9-6 14:51,2015-9-6 14:53,2015-9-6 14:53,II道
G66,2015-09-06,英德西,2015-9-6 15:06,2015-9-6 15:06,2015-9-6 15:07,2015-9-6 15:07,II道
G1312,2015-09-06,英德西,2015-9-6 15:11,2015-9-6 15:11,2015-9-6 15:12,2015-9-6 15:12,II道
G1140,2015-09-06,英德西,2015-9-6 15:25,2015-9-6 15:25,2015-9-6 15:26,2015-9-6 15:26,II道
G1402,2015-09-06,英德西,2015-9-6 15:31,2015-9-6 15:31,2015-9-6 15:32,2015-9-6 15:32,II道
G1002,2015-09-06,英德西,2015-9-6 15:37,2015-9-6 15:37,2015-9-6 15:38,2015-9-6 15:38,II道
G826,2015-09-06,英德西,2015-9-6 15:44,2015-9-6 15:44,2015-9-6 15:44,2015-9-6 15:44,II道
G1124,2015-09-06,英德西,2015-9-6 15:51,2015-9-6 15:51,2015-9-6 15:52,2015-9-6 15:52,II道
G1134,2015-09-06,英德西,2015-9-6 16:01,2015-9-6 16:01,2015-9-6 15:59,2015-9-6 15:59,II道
G634,2015-09-06,英德西,2015-9-6 16:06,2015-9-6 16:06,2015-9-6 16:06,2015-9-6 16:06,II道
G9666,2015-09-06,英德西,2015-9-6 16:11,2015-9-6 16:11,2015-9-6 16:12,2015-9-6 16:12,II道
G1306,2015-09-06,英德西,2015-9-6 16:19,2015-9-6 16:19,2015-9-6 16:21,2015-9-6 16:21,II道
G1106,2015-09-06,英德西,2015-9-6 16:33,2015-9-6 16:33,2015-9-6 16:33,2015-9-6 16:33,II道
G4908,2015-09-06,英德西,2015-9-6 16:37,2015-9-6 16:37,2015-9-6 16:39,2015-9-6 16:39,II道
G532,2015-09-06,英德西,2015-9-6 16:47,2015-9-6 16:49,2015-9-6 16:48,2015-9-6 16:50,4道
G6106,2015-09-06,英德西,2015-9-6 17:02,2015-9-6 17:02,2015-9-6 17:03,2015-9-6 17:03,II道
G6142,2015-09-06,英德西,2015-9-6 17:07,2015-9-6 17:07,2015-9-6 17:08,2015-9-6 17:08,II道
G1114,2015-09-06,英德西,2015-9-6 17:14,2015-9-6 17:14,2015-9-6 17:15,2015-9-6 17:15,II道
G840,2015-09-06,英德西,2015-9-6 17:21,2015-9-6 17:23,2015-9-6 17:23,2015-9-6 17:25,4道
G6018,2015-09-06,英德西,2015-9-6 17:32,2015-9-6 17:32,2015-9-6 17:32,2015-9-6 17:32,II道
G6118,2015-09-06,英德西,2015-9-6 17:42,2015-9-6 17:43,2015-9-6 17:41,2015-9-6 17:43,4道
G1136,2015-09-06,英德西,2015-9-6 17:53,2015-9-6 17:53,2015-9-6 17:52,2015-9-6 17:52,II道
G546,2015-09-06,英德西,2015-9-6 17:58,2015-9-6 17:58,2015-9-6 17:57,2015-9-6 17:57,II道
G1010,2015-09-06,英德西,2015-9-6 18:01,2015-9-6 18:01,2015-9-6 18:03,2015-9-6 18:03,II道
G1126,2015-09-06,英德西,2015-9-6 18:18,2015-9-6 18:18,2015-9-6 18:20,2015-9-6 18:20,II道
G1132,2015-09-06,英德西,2015-9-6 18:26,2015-9-6 18:26,2015-9-6 18:26,2015-9-6 18:26,II道
G6102,2015-09-06,英德西,2015-9-6 18:35,2015-9-6 18:35,2015-9-6 18:37,2015-9-6 18:37,II道
G6112,2015-09-06,英德西,2015-9-6 18:42,2015-9-6 18:42,2015-9-6 18:43,2015-9-6 18:43,II道
G682,2015-09-06,英德西,2015-9-6 18:48,2015-9-6 18:48,2015-9-6 18:50,2015-9-6 18:50,II道
G276,2015-09-06,英德西,2015-9-6 19:08,2015-9-6 19:08,2015-9-6 19:10,2015-9-6 19:10,II道
G6108,2015-09-06,英德西,2015-9-6 19:32,2015-9-6 19:32,2015-9-6 19:33,2015-9-6 19:33,II道
G1018,2015-09-06,英德西,2015-9-6 19:46,2015-9-6 19:46,2015-9-6 19:46,2015-9-6 19:46,II道
G1404,2015-09-06,英德西,2015-9-6 19:52,2015-9-6 19:52,2015-9-6 19:53,2015-9-6 19:53,II道
G6020,2015-09-06,英德西,2015-9-6 20:20,2015-9-6 20:20,2015-9-6 20:21,2015-9-6 20:21,II道
G6104,2015-09-06,英德西,2015-9-6 20:26,2015-9-6 20:26,2015-9-6 20:27,2015-9-6 20:27,II道
G74,2015-09-06,英德西,2015-9-6 21:17,2015-9-6 21:19,2015-9-6 21:16,2015-9-6 21:18,4道
G80,2015-09-06,英德西,2015-9-6 21:26,2015-9-6 21:26,2015-9-6 21:26,2015-9-6 21:26,II道
G70,2015-09-06,英德西,2015-9-6 21:33,2015-9-6 21:33,2015-9-6 21:33,2015-9-6 21:33,II道
G6114,2015-09-07,英德西,2015-9-7 7:08,2015-9-7 7:08,2015-9-7 7:09,2015-9-7 7:09,II道
G6112,2015-09-07,英德西,2015-9-7 7:19,2015-9-7 7:19,2015-9-7 7:20,2015-9-7 7:20,II道
G1022,2015-09-07,英德西,2015-9-7 7:24,2015-9-7 7:24,2015-9-7 7:26,2015-9-7 7:26,II道
G1020,2015-09-07,英德西,2015-9-7 7:31,2015-9-7 7:31,2015-9-7 7:33,2015-9-7 7:33,II道
G6108,2015-09-07,英德西,2015-9-7 7:38,2015-9-7 7:38,2015-9-7 7:39,2015-9-7 7:39,II道
G1012,2015-09-07,英德西,2015-9-7 7:50,2015-9-7 7:50,2015-9-7 7:51,2015-9-7 7:51,II道
G532,2015-09-07,英德西,2015-9-7 7:55,2015-9-7 7:55,2015-9-7 7:56,2015-9-7 7:56,II道
G836,2015-09-07,英德西,2015-9-7 8:06,2015-9-7 8:06,2015-9-7 8:06,2015-9-7 8:06,II道
G1128,2015-09-07,英德西,2015-9-7 8:11,2015-9-7 8:11,2015-9-7 8:13,2015-9-7 8:13,II道
G1302,2015-09-07,英德西,2015-9-7 8:17,2015-9-7 8:17,2015-9-7 8:19,2015-9-7 8:19,II道
G634,2015-09-07,英德西,2015-9-7 8:24,2015-9-7 8:24,2015-9-7 8:26,2015-9-7 8:26,II道
G6110,2015-09-07,英德西,2015-9-7 8:32,2015-9-7 8:32,2015-9-7 8:33,2015-9-7 8:33,II道
G1104,2015-09-07,英德西,2015-9-7 8:37,2015-9-7 8:37,2015-9-7 8:38,2015-9-7 8:38,II道
G1006,2015-09-07,英德西,2015-9-7 8:41,2015-9-7 8:41,2015-9-7 8:44,2015-9-7 8:44,II道
G72,2015-09-07,英德西,2015-9-7 8:47,2015-9-7 8:47,2015-9-7 8:50,2015-9-7 8:50,II道
G6002,2015-09-07,英德西,2015-9-7 8:53,2015-9-7 8:53,2015-9-7 8:55,2015-9-7 8:55,II道
G6028,2015-09-07,英德西,2015-9-7 8:59,2015-9-7 8:59,2015-9-7 9:01,2015-9-7 9:01,II道
G1110,2015-09-07,英德西,2015-9-7 9:06,2015-9-7 9:06,2015-9-7 9:07,2015-9-7 9:07,II道
G1004,2015-09-07,英德西,2015-9-7 9:19,2015-9-7 9:21,2015-9-7 9:18,2015-9-7 9:20,4道
G1130,2015-09-07,英德西,2015-9-7 9:27,2015-9-7 9:27,2015-9-7 9:28,2015-9-7 9:28,II道
G1002,2015-09-07,英德西,2015-9-7 9:32,2015-9-7 9:32,2015-9-7 9:34,2015-9-7 9:34,II道
G68,2015-09-07,英德西,2015-9-7 9:41,2015-9-7 9:41,2015-9-7 9:40,2015-9-7 9:40,II道
G80,2015-09-07,英德西,2015-9-7 9:47,2015-9-7 9:47,2015-9-7 9:45,2015-9-7 9:45,II道
G6122,2015-09-07,英德西,2015-9-7 9:52,2015-9-7 9:52,2015-9-7 9:50,2015-9-7 9:50,II道
G6132,2015-09-07,英德西,2015-9-7 10:00,2015-9-7 10:01,2015-9-7 9:58,2015-9-7 10:00,4道
G552,2015-09-07,英德西,2015-9-7 10:08,2015-9-7 10:08,2015-9-7 10:07,2015-9-7 10:07,II道
G6142,2015-09-07,英德西,2015-9-7 10:13,2015-9-7 10:13,2015-9-7 10:13,2015-9-7 10:13,II道
G1032,2015-09-07,英德西,2015-9-7 10:20,2015-9-7 10:22,2015-9-7 10:22,2015-9-7 10:24,4道
G74,2015-09-07,英德西,2015-9-7 10:33,2015-9-7 10:33,2015-9-7 10:33,2015-9-7 10:33,II道
G1138,2015-09-07,英德西,2015-9-7 10:37,2015-9-7 10:37,2015-9-7 10:38,2015-9-7 10:38,II道
G822,2015-09-07,英德西,2015-9-7 10:47,2015-9-7 10:47,2015-9-7 10:45,2015-9-7 10:45,II道
G1114,2015-09-07,英德西,2015-9-7 10:54,2015-9-7 10:55,2015-9-7 10:52,2015-9-7 10:54,4道
G96,2015-09-07,英德西,2015-9-7 11:00,2015-9-7 11:00,2015-9-7 11:03,2015-9-7 11:03,II道
G9662,2015-09-07,英德西,2015-9-7 11:04,2015-9-7 11:04,2015-9-7 11:08,2015-9-7 11:08,II道
G6012,2015-09-07,英德西,2015-9-7 11:13,2015-9-7 11:13,2015-9-7 11:13,2015-9-7 11:13,II道
G1312,2015-09-07,英德西,2015-9-7 11:28,2015-9-7 11:28,2015-9-7 11:25,2015-9-7 11:25,II道
G682,2015-09-07,英德西,2015-9-7 11:31,2015-9-7 11:31,2015-9-7 11:30,2015-9-7 11:30,II道
G1122,2015-09-07,英德西,2015-9-7 11:38,2015-9-7 11:40,2015-9-7 11:38,2015-9-7 11:40,4道
G6146,2015-09-07,英德西,2015-9-7 11:46,2015-9-7 11:46,2015-9-7 11:48,2015-9-7 11:48,II道
G1316,2015-09-07,英德西,2015-9-7 11:55,2015-9-7 11:55,2015-9-7 11:56,2015-9-7 11:56,II道
G554,2015-09-07,英德西,2015-9-7 12:03,2015-9-7 12:03,2015-9-7 12:03,2015-9-7 12:03,II道
G6120,2015-09-07,英德西,2015-9-7 12:19,2015-9-7 12:19,2015-9-7 12:19,2015-9-7 12:19,II道
G6022,2015-09-07,英德西,2015-9-7 12:23,2015-9-7 12:23,2015-9-7 12:24,2015-9-7 12:24,II道
G546,2015-09-07,英德西,2015-9-7 12:32,2015-9-7 12:32,2015-9-7 12:34,2015-9-7 12:34,II道
G636,2015-09-07,英德西,2015-9-7 12:41,2015-9-7 12:43,2015-9-7 12:42,2015-9-7 12:44,4道
G1304,2015-09-07,英德西,2015-9-7 12:50,2015-9-7 12:50,2015-9-7 12:51,2015-9-7 12:51,II道
G1016,2015-09-07,英德西,2015-9-7 12:57,2015-9-7 12:57,2015-9-7 12:57,2015-9-7 12:57,II道
G6152,2015-09-07,英德西,2015-9-7 13:01,2015-9-7 13:01,2015-9-7 13:03,2015-9-7 13:03,II道
G86,2015-09-07,英德西,2015-9-7 14:02,2015-9-7 14:02,2015-9-7 13:17,2015-9-7 13:17,II道
G548,2015-09-07,英德西,2015-9-7 14:05,2015-9-7 14:05,2015-9-7 13:23,2015-9-7 13:23,II道
G276,2015-09-07,英德西,2015-9-7 14:17,2015-9-7 14:17,2015-9-7 13:35,2015-9-7 13:35,II道
G6116,2015-09-07,英德西,2015-9-7 14:30,2015-9-7 14:30,2015-9-7 13:50,2015-9-7 13:50,II道
G826,2015-09-07,英德西,2015-9-7 14:33,2015-9-7 14:33,2015-9-7 13:44,2015-9-7 13:44,II道
G1106,2015-09-07,英德西,2015-9-7 14:38,2015-9-7 14:38,2015-9-7 13:56,2015-9-7 13:56,II道
G66,2015-09-07,英德西,2015-9-7 14:42,2015-9-7 14:42,2015-9-7 14:02,2015-9-7 14:02,II道
G1406,2015-09-07,英德西,2015-9-7 14:48,2015-9-7 14:48,2015-9-7 14:08,2015-9-7 14:08,II道
G6026,2015-09-07,英德西,2015-9-7 14:59,2015-9-7 14:59,2015-9-7 14:24,2015-9-7 14:24,II道
G6102,2015-09-07,英德西,2015-9-7 15:05,2015-9-7 15:08,2015-9-7 14:32,2015-9-7 14:34,4道
G78,2015-09-07,英德西,2015-9-7 15:07,2015-9-7 15:07,2015-9-7 14:42,2015-9-7 14:42,II道
G1306,2015-09-07,英德西,2015-9-7 15:16,2015-9-7 15:16,2015-9-7 14:47,2015-9-7 14:47,II道
G6106,2015-09-07,英德西,2015-9-7 15:27,2015-9-7 15:27,2015-9-7 15:07,2015-9-7 15:07,II道
G76,2015-09-07,英德西,2015-9-7 15:32,2015-9-7 15:32,2015-9-7 15:12,2015-9-7 15:12,II道
G1112,2015-09-07,英德西,2015-9-7 15:43,2015-9-7 15:43,2015-9-7 15:26,2015-9-7 15:26,II道
G638,2015-09-07,英德西,2015-9-7 15:46,2015-9-7 15:46,2015-9-7 15:32,2015-9-7 15:32,II道
G94,2015-09-07,英德西,2015-9-7 15:49,2015-9-7 15:49,2015-9-7 15:38,2015-9-7 15:38,II道
G1402,2015-09-07,英德西,2015-9-7 15:53,2015-9-7 15:53,2015-9-7 15:44,2015-9-7 15:44,II道
G9666,2015-09-07,英德西,2015-9-7 15:56,2015-9-7 15:56,2015-9-7 15:52,2015-9-7 15:52,II道
G1014,2015-09-07,英德西,2015-9-7 16:00,2015-9-7 16:00,2015-9-7 15:59,2015-9-7 15:59,II道
G632,2015-09-07,英德西,2015-9-7 16:13,2015-9-7 16:13,2015-9-7 16:06,2015-9-7 16:06,II道
G1118,2015-09-07,英德西,2015-9-7 16:17,2015-9-7 16:17,2015-9-7 16:12,2015-9-7 16:12,II道
G312,2015-09-07,英德西,2015-9-7 16:25,2015-9-7 16:25,2015-9-7 16:21,2015-9-7 16:21,II道
G1102,2015-09-07,英德西,2015-9-7 16:35,2015-9-7 16:35,2015-9-7 16:33,2015-9-7 16:33,II道
G6118,2015-09-07,英德西,2015-9-7 16:38,2015-9-7 16:38,2015-9-7 16:39,2015-9-7 16:39,II道
G1140,2015-09-07,英德西,2015-9-7 16:55,2015-9-7 17:03,2015-9-7 16:48,2015-9-7 16:50,4道
G542,2015-09-07,英德西,2015-9-7 17:07,2015-9-7 17:07,2015-9-7 17:03,2015-9-7 17:03,II道
G6024,2015-09-07,英德西,2015-9-7 17:11,2015-9-7 17:11,2015-9-7 17:08,2015-9-7 17:08,II道
G1008,2015-09-07,英德西,2015-9-7 17:15,2015-9-7 17:15,2015-9-7 17:15,2015-9-7 17:15,II道
G1134,2015-09-07,英德西,2015-9-7 17:21,2015-9-7 17:24,2015-9-7 17:23,2015-9-7 17:25,4道
G840,2015-09-07,英德西,2015-9-7 17:30,2015-9-7 17:30,2015-9-7 17:32,2015-9-7 17:32,II道
G280,2015-09-07,英德西,2015-9-7 17:38,2015-9-7 17:40,2015-9-7 17:41,2015-9-7 17:43,4道
G1136,2015-09-07,英德西,2015-9-7 17:51,2015-9-7 17:51,2015-9-7 17:52,2015-9-7 17:52,II道
G544,2015-09-07,英德西,2015-9-7 17:55,2015-9-7 17:55,2015-9-7 17:57,2015-9-7 17:57,II道
G1120,2015-09-07,英德西,2015-9-7 18:02,2015-9-7 18:02,2015-9-7 18:03,2015-9-7 18:03,II道
G6016,2015-09-07,英德西,2015-9-7 18:18,2015-9-7 18:18,2015-9-7 18:20,2015-9-7 18:20,II道
G1126,2015-09-07,英德西,2015-9-7 18:26,2015-9-7 18:26,2015-9-7 18:26,2015-9-7 18:26,II道
G818,2015-09-07,英德西,2015-9-7 18:35,2015-9-7 18:35,2015-9-7 18:37,2015-9-7 18:37,II道
G6014,2015-09-07,英德西,2015-9-7 18:42,2015-9-7 18:42,2015-9-7 18:43,2015-9-7 18:43,II道
G70,2015-09-07,英德西,2015-9-7 18:49,2015-9-7 18:49,2015-9-7 18:50,2015-9-7 18:50,II道
G1132,2015-09-07,英德西,2015-9-7 19:09,2015-9-7 19:09,2015-9-7 19:10,2015-9-7 19:10,II道
G832,2015-09-07,英德西,2015-9-7 19:33,2015-9-7 19:33,2015-9-7 19:33,2015-9-7 19:33,II道
G1018,2015-09-07,英德西,2015-9-7 19:53,2015-9-7 19:53,2015-9-7 19:46,2015-9-7 19:46,II道
G1404,2015-09-07,英德西,2015-9-7 19:57,2015-9-7 19:57,2015-9-7 19:53,2015-9-7 19:53,II道
G6020,2015-09-07,英德西,2015-9-7 20:20,2015-9-7 20:20,2015-9-7 20:21,2015-9-7 20:21,II道
G1108,2015-09-07,英德西,2015-9-7 20:26,2015-9-7 20:26,2015-9-7 20:27,2015-9-7 20:27,II道
G6104,2015-09-07,英德西,2015-9-7 21:18,2015-9-7 21:19,2015-9-7 21:16,2015-9-7 21:18,4道
G1010,2015-09-07,英德西,2015-9-7 21:26,2015-9-7 21:26,2015-9-7 21:26,2015-9-7 21:26,II道
G6018,2015-09-07,英德西,2015-9-7 21:32,2015-9-7 21:32,2015-9-7 21:33,2015-9-7 21:33,II道
G6114,2015-09-08,英德西,2015-9-8 7:09,2015-9-8 7:09,2015-9-8 7:09,2015-9-8 7:09,II道
G6112,2015-09-08,英德西,2015-9-8 7:20,2015-9-8 7:20,2015-9-8 7:20,2015-9-8 7:20,II道
G1022,2015-09-08,英德西,2015-9-8 7:25,2015-9-8 7:25,2015-9-8 7:26,2015-9-8 7:26,II道
G1020,2015-09-08,英德西,2015-9-8 7:30,2015-9-8 7:30,2015-9-8 7:33,2015-9-8 7:33,II道
G6108,2015-09-08,英德西,2015-9-8 7:39,2015-9-8 7:39,2015-9-8 7:39,2015-9-8 7:39,II道
G1012,2015-09-08,英德西,2015-9-8 7:50,2015-9-8 7:50,2015-9-8 7:51,2015-9-8 7:51,II道
G532,2015-09-08,英德西,2015-9-8 7:55,2015-9-8 7:55,2015-9-8 7:56,2015-9-8 7:56,II道
G836,2015-09-08,英德西,2015-9-8 8:04,2015-9-8 8:04,2015-9-8 8:06,2015-9-8 8:06,II道
G1128,2015-09-08,英德西,2015-9-8 8:11,2015-9-8 8:11,2015-9-8 8:13,2015-9-8 8:13,II道
G1302,2015-09-08,英德西,2015-9-8 8:17,2015-9-8 8:17,2015-9-8 8:19,2015-9-8 8:19,II道
G634,2015-09-08,英德西,2015-9-8 8:24,2015-9-8 8:24,2015-9-8 8:26,2015-9-8 8:26,II道
G6110,2015-09-08,英德西,2015-9-8 8:32,2015-9-8 8:32,2015-9-8 8:33,2015-9-8 8:33,II道
G1104,2015-09-08,英德西,2015-9-8 8:36,2015-9-8 8:36,2015-9-8 8:38,2015-9-8 8:38,II道
G1006,2015-09-08,英德西,2015-9-8 8:42,2015-9-8 8:42,2015-9-8 8:44,2015-9-8 8:44,II道
G72,2015-09-08,英德西,2015-9-8 8:49,2015-9-8 8:49,2015-9-8 8:50,2015-9-8 8:50,II道
G6002,2015-09-08,英德西,2015-9-8 8:53,2015-9-8 8:53,2015-9-8 8:55,2015-9-8 8:55,II道
G6028,2015-09-08,英德西,2015-9-8 8:58,2015-9-8 8:58,2015-9-8 9:01,2015-9-8 9:01,II道
G1110,2015-09-08,英德西,2015-9-8 9:05,2015-9-8 9:05,2015-9-8 9:07,2015-9-8 9:07,II道
G1004,2015-09-08,英德西,2015-9-8 9:20,2015-9-8 9:21,2015-9-8 9:18,2015-9-8 9:20,4道
G1130,2015-09-08,英德西,2015-9-8 9:27,2015-9-8 9:27,2015-9-8 9:28,2015-9-8 9:28,II道
G1002,2015-09-08,英德西,2015-9-8 9:31,2015-9-8 9:31,2015-9-8 9:34,2015-9-8 9:34,II道
G68,2015-09-08,英德西,2015-9-8 9:39,2015-9-8 9:39,2015-9-8 9:40,2015-9-8 9:40,II道
G80,2015-09-08,英德西,2015-9-8 9:45,2015-9-8 9:45,2015-9-8 9:45,2015-9-8 9:45,II道
G6122,2015-09-08,英德西,2015-9-8 9:50,2015-9-8 9:50,2015-9-8 9:50,2015-9-8 9:50,II道
G6132,2015-09-08,英德西,2015-9-8 9:58,2015-9-8 10:00,2015-9-8 9:58,2015-9-8 10:00,4道
G552,2015-09-08,英德西,2015-9-8 10:07,2015-9-8 10:07,2015-9-8 10:07,2015-9-8 10:07,II道
G6142,2015-09-08,英德西,2015-9-8 10:12,2015-9-8 10:12,2015-9-8 10:13,2015-9-8 10:13,II道
G632,2015-09-08,英德西,2015-9-8 10:20,2015-9-8 10:22,2015-9-8 10:22,2015-9-8 10:24,4道
G74,2015-09-08,英德西,2015-9-8 10:33,2015-9-8 10:33,2015-9-8 10:33,2015-9-8 10:33,II道
G1138,2015-09-08,英德西,2015-9-8 10:37,2015-9-8 10:37,2015-9-8 10:38,2015-9-8 10:38,II道
G822,2015-09-08,英德西,2015-9-8 10:46,2015-9-8 10:46,2015-9-8 10:45,2015-9-8 10:45,II道
G1114,2015-09-08,英德西,2015-9-8 10:53,2015-9-8 10:54,2015-9-8 10:52,2015-9-8 10:54,4道
G96,2015-09-08,英德西,2015-9-8 11:01,2015-9-8 11:01,2015-9-8 11:03,2015-9-8 11:03,II道
G9662,2015-09-08,英德西,2015-9-8 11:05,2015-9-8 11:05,2015-9-8 11:08,2015-9-8 11:08,II道
G6012,2015-09-08,英德西,2015-9-8 11:10,2015-9-8 11:10,2015-9-8 11:13,2015-9-8 11:13,II道
G1312,2015-09-08,英德西,2015-9-8 11:26,2015-9-8 11:26,2015-9-8 11:25,2015-9-8 11:25,II道
G682,2015-09-08,英德西,2015-9-8 11:31,2015-9-8 11:31,2015-9-8 11:30,2015-9-8 11:30,II道
G1122,2015-09-08,英德西,2015-9-8 11:39,2015-9-8 11:40,2015-9-8 11:38,2015-9-8 11:40,4道
G6146,2015-09-08,英德西,2015-9-8 11:46,2015-9-8 11:46,2015-9-8 11:48,2015-9-8 11:48,II道
G1316,2015-09-08,英德西,2015-9-8 11:55,2015-9-8 11:55,2015-9-8 11:56,2015-9-8 11:56,II道
G554,2015-09-08,英德西,2015-9-8 12:02,2015-9-8 12:02,2015-9-8 12:03,2015-9-8 12:03,II道
G6120,2015-09-08,英德西,2015-9-8 12:19,2015-9-8 12:19,2015-9-8 12:19,2015-9-8 12:19,II道
G6022,2015-09-08,英德西,2015-9-8 12:23,2015-9-8 12:23,2015-9-8 12:24,2015-9-8 12:24,II道
G546,2015-09-08,英德西,2015-9-8 12:31,2015-9-8 12:31,2015-9-8 12:34,2015-9-8 12:34,II道
G636,2015-09-08,英德西,2015-9-8 12:41,2015-9-8 12:43,2015-9-8 12:42,2015-9-8 12:44,4道
G1304,2015-09-08,英德西,2015-9-8 12:51,2015-9-8 12:51,2015-9-8 12:51,2015-9-8 12:51,II道
G1016,2015-09-08,英德西,2015-9-8 12:57,2015-9-8 12:57,2015-9-8 12:57,2015-9-8 12:57,II道
G6152,2015-09-08,英德西,2015-9-8 13:03,2015-9-8 13:03,2015-9-8 13:03,2015-9-8 13:03,II道
G86,2015-09-08,英德西,2015-9-8 13:18,2015-9-8 13:18,2015-9-8 13:17,2015-9-8 13:17,II道
G548,2015-09-08,英德西,2015-9-8 13:23,2015-9-8 13:23,2015-9-8 13:23,2015-9-8 13:23,II道
G276,2015-09-08,英德西,2015-9-8 13:35,2015-9-8 13:35,2015-9-8 13:35,2015-9-8 13:35,II道
G826,2015-09-08,英德西,2015-9-8 13:43,2015-9-8 13:43,2015-9-8 13:44,2015-9-8 13:44,II道
G6116,2015-09-08,英德西,2015-9-8 13:48,2015-9-8 13:48,2015-9-8 13:50,2015-9-8 13:50,II道
G1106,2015-09-08,英德西,2015-9-8 13:55,2015-9-8 13:55,2015-9-8 13:56,2015-9-8 13:56,II道
G66,2015-09-08,英德西,2015-9-8 14:01,2015-9-8 14:01,2015-9-8 14:02,2015-9-8 14:02,II道
G1406,2015-09-08,英德西,2015-9-8 14:07,2015-9-8 14:07,2015-9-8 14:08,2015-9-8 14:08,II道
G6026,2015-09-08,英德西,2015-9-8 14:22,2015-9-8 14:22,2015-9-8 14:24,2015-9-8 14:24,II道
G6102,2015-09-08,英德西,2015-9-8 14:31,2015-9-8 14:32,2015-9-8 14:32,2015-9-8 14:34,4道
G78,2015-09-08,英德西,2015-9-8 14:40,2015-9-8 14:40,2015-9-8 14:42,2015-9-8 14:42,II道
G1306,2015-09-08,英德西,2015-9-8 14:46,2015-9-8 14:46,2015-9-8 14:47,2015-9-8 14:47,II道
G6106,2015-09-08,英德西,2015-9-8 15:05,2015-9-8 15:05,2015-9-8 15:07,2015-9-8 15:07,II道
G76,2015-09-08,英德西,2015-9-8 15:11,2015-9-8 15:11,2015-9-8 15:12,2015-9-8 15:12,II道
G1112,2015-09-08,英德西,2015-9-8 15:26,2015-9-8 15:26,2015-9-8 15:26,2015-9-8 15:26,II道
G638,2015-09-08,英德西,2015-9-8 15:30,2015-9-8 15:30,2015-9-8 15:32,2015-9-8 15:32,II道
G94,2015-09-08,英德西,2015-9-8 15:37,2015-9-8 15:37,2015-9-8 15:38,2015-9-8 15:38,II道
G1402,2015-09-08,英德西,2015-9-8 15:43,2015-9-8 15:43,2015-9-8 15:44,2015-9-8 15:44,II道
G9666,2015-09-08,英德西,2015-9-8 15:51,2015-9-8 15:51,2015-9-8 15:52,2015-9-8 15:52,II道
G1014,2015-09-08,英德西,2015-9-8 15:58,2015-9-8 15:58,2015-9-8 15:59,2015-9-8 15:59,II道
G1032,2015-09-08,英德西,2015-9-8 16:05,2015-9-8 16:05,2015-9-8 16:06,2015-9-8 16:06,II道
G1118,2015-09-08,英德西,2015-9-8 16:10,2015-9-8 16:10,2015-9-8 16:12,2015-9-8 16:12,II道
G312,2015-09-08,英德西,2015-9-8 16:19,2015-9-8 16:19,2015-9-8 16:21,2015-9-8 16:21,II道
G1102,2015-09-08,英德西,2015-9-8 16:32,2015-9-8 16:32,2015-9-8 16:33,2015-9-8 16:33,II道
G6118,2015-09-08,英德西,2015-9-8 16:37,2015-9-8 16:37,2015-9-8 16:39,2015-9-8 16:39,II道
G1140,2015-09-08,英德西,2015-9-8 16:47,2015-9-8 16:48,2015-9-8 16:48,2015-9-8 16:50,4道
G542,2015-09-08,英德西,2015-9-8 17:02,2015-9-8 17:02,2015-9-8 17:03,2015-9-8 17:03,II道
G6024,2015-09-08,英德西,2015-9-8 17:07,2015-9-8 17:07,2015-9-8 17:08,2015-9-8 17:08,II道
G1008,2015-09-08,英德西,2015-9-8 17:13,2015-9-8 17:13,2015-9-8 17:15,2015-9-8 17:15,II道
G1134,2015-09-08,英德西,2015-9-8 17:23,2015-9-8 17:24,2015-9-8 17:23,2015-9-8 17:25,4道
G840,2015-09-08,英德西,2015-9-8 17:32,2015-9-8 17:32,2015-9-8 17:32,2015-9-8 17:32,II道
G280,2015-09-08,英德西,2015-9-8 17:40,2015-9-8 17:41,2015-9-8 17:41,2015-9-8 17:43,4道
G1136,2015-09-08,英德西,2015-9-8 17:51,2015-9-8 17:51,2015-9-8 17:52,2015-9-8 17:52,II道
G544,2015-09-08,英德西,2015-9-8 17:56,2015-9-8 17:56,2015-9-8 17:57,2015-9-8 17:57,II道
