车次,日期.y,车站.y,实际到达.y,实际出发.y,图定到达.y,图定出发.y,轨道.y
G6106,2015-09-04,英德西,2015-9-4 10:07,2015-9-4 10:07,2015-9-4 10:07,2015-9-4 10:07,II道
G638,2015-09-04,英德西,2015-9-4 10:12,2015-9-4 10:12,2015-9-4 10:13,2015-9-4 10:13,II道
G6102,2015-09-04,英德西,2015-9-4 10:21,2015-9-4 10:23,2015-9-4 10:22,2015-9-4 10:24,4道
G542,2015-09-04,英德西,2015-9-4 10:34,2015-9-4 10:34,2015-9-4 10:33,2015-9-4 10:33,II道
G1138,2015-09-04,英德西,2015-9-4 10:38,2015-9-4 10:38,2015-9-4 10:38,2015-9-4 10:38,II道
G1008,2015-09-04,英德西,2015-9-4 10:47,2015-9-4 10:47,2015-9-4 10:45,2015-9-4 10:45,II道
G1302,2015-09-04,英德西,2015-9-4 10:53,2015-9-4 10:54,2015-9-4 10:52,2015-9-4 10:54,4道
G1032,2015-09-04,英德西,2015-9-4 11:01,2015-9-4 11:01,2015-9-4 11:03,2015-9-4 11:03,II道
G9662,2015-09-04,英德西,2015-9-4 11:07,2015-9-4 11:07,2015-9-4 11:08,2015-9-4 11:08,II道
G6012,2015-09-04,英德西,2015-9-4 11:12,2015-9-4 11:12,2015-9-4 11:13,2015-9-4 11:13,II道
G1312,2015-09-04,英德西,2015-9-4 11:27,2015-9-4 11:27,2015-9-4 11:25,2015-9-4 11:25,II道
G682,2015-09-04,英德西,2015-9-4 11:31,2015-9-4 11:31,2015-9-4 11:30,2015-9-4 11:30,II道
G632,2015-09-04,英德西,2015-9-4 11:39,2015-9-4 11:40,2015-9-4 11:38,2015-9-4 11:40,4道
G6146,2015-09-04,英德西,2015-9-4 11:46,2015-9-4 11:46,2015-9-4 11:48,2015-9-4 11:48,II道
G6016,2015-09-04,英德西,2015-9-4 11:56,2015-9-4 11:56,2015-9-4 11:56,2015-9-4 11:56,II道
G554,2015-09-04,英德西,2015-9-4 12:02,2015-9-4 12:02,2015-9-4 12:03,2015-9-4 12:03,II道
G6120,2015-09-04,英德西,2015-9-4 12:09,2015-9-4 12:12,2015-9-4 12:11,2015-9-4 12:13,4道
G1016,2015-09-04,英德西,2015-9-4 12:19,2015-9-4 12:19,2015-9-4 12:19,2015-9-4 12:19,II道
G86,2015-09-04,英德西,2015-9-4 12:23,2015-9-4 12:23,2015-9-4 12:24,2015-9-4 12:24,II道
G1014,2015-09-04,英德西,2015-9-4 12:31,2015-9-4 12:31,2015-9-4 12:34,2015-9-4 12:34,II道
G6104,2015-09-04,英德西,2015-9-4 12:41,2015-9-4 12:43,2015-9-4 12:42,2015-9-4 12:44,4道
G1012,2015-09-04,英德西,2015-9-4 12:50,2015-9-4 12:50,2015-9-4 12:51,2015-9-4 12:51,II道
G276,2015-09-04,英德西,2015-9-4 12:57,2015-9-4 12:57,2015-9-4 12:57,2015-9-4 12:57,II道
G6152,2015-09-04,英德西,2015-9-4 13:01,2015-9-4 13:01,2015-9-4 13:03,2015-9-4 13:03,II道
G1114,2015-09-04,英德西,2015-9-4 13:18,2015-9-4 13:18,2015-9-4 13:17,2015-9-4 13:17,II道
G548,2015-09-04,英德西,2015-9-4 13:24,2015-9-4 13:24,2015-9-4 13:23,2015-9-4 13:23,II道
G76,2015-09-04,英德西,2015-9-4 13:36,2015-9-4 13:36,2015-9-4 13:35,2015-9-4 13:35,II道
G1304,2015-09-04,英德西,2015-9-4 13:41,2015-9-4 13:41,2015-9-4 13:44,2015-9-4 13:44,II道
G6116,2015-09-04,英德西,2015-9-4 13:48,2015-9-4 13:48,2015-9-4 13:50,2015-9-4 13:50,II道
G6014,2015-09-04,英德西,2015-9-4 13:55,2015-9-4 13:55,2015-9-4 13:56,2015-9-4 13:56,II道
G818,2015-09-04,英德西,2015-9-4 14:01,2015-9-4 14:01,2015-9-4 14:02,2015-9-4 14:02,II道
G72,2015-09-04,英德西,2015-9-4 14:06,2015-9-4 14:06,2015-9-4 14:08,2015-9-4 14:08,II道
G6026,2015-09-04,英德西,2015-9-4 14:22,2015-9-4 14:22,2015-9-4 14:24,2015-9-4 14:24,II道
G78,2015-09-04,英德西,2015-9-4 14:31,2015-9-4 14:32,2015-9-4 14:32,2015-9-4 14:34,4道
G6024,2015-09-04,英德西,2015-9-4 14:40,2015-9-4 14:40,2015-9-4 14:42,2015-9-4 14:42,II道
G1306,2015-09-04,英德西,2015-9-4 14:46,2015-9-4 14:46,2015-9-4 14:47,2015-9-4 14:47,II道
G9666,2015-09-04,英德西,2015-9-4 14:52,2015-9-4 14:52,2015-9-4 14:53,2015-9-4 14:53,II道
G1006,2015-09-04,英德西,2015-9-4 15:07,2015-9-4 15:07,2015-9-4 15:07,2015-9-4 15:07,II道
G1124,2015-09-04,英德西,2015-9-4 15:12,2015-9-4 15:12,2015-9-4 15:12,2015-9-4 15:12,II道
G1140,2015-09-04,英德西,2015-9-4 15:27,2015-9-4 15:27,2015-9-4 15:26,2015-9-4 15:26,II道
G1402,2015-09-04,英德西,2015-9-4 15:31,2015-9-4 15:31,2015-9-4 15:32,2015-9-4 15:32,II道
G94,2015-09-04,英德西,2015-9-4 15:36,2015-9-4 15:36,2015-9-4 15:38,2015-9-4 15:38,II道
G826,2015-09-04,英德西,2015-9-4 15:42,2015-9-4 15:42,2015-9-4 15:44,2015-9-4 15:44,II道
G1134,2015-09-04,英德西,2015-9-4 15:51,2015-9-4 15:51,2015-9-4 15:52,2015-9-4 15:52,II道
G840,2015-09-04,英德西,2015-9-4 15:58,2015-9-4 15:58,2015-9-4 15:59,2015-9-4 15:59,II道
G634,2015-09-04,英德西,2015-9-4 16:04,2015-9-4 16:04,2015-9-4 16:06,2015-9-4 16:06,II道
G1022,2015-09-04,英德西,2015-9-4 16:10,2015-9-4 16:10,2015-9-4 16:12,2015-9-4 16:12,II道
G312,2015-09-04,英德西,2015-9-4 16:19,2015-9-4 16:19,2015-9-4 16:21,2015-9-4 16:21,II道
G6112,2015-09-04,英德西,2015-9-4 16:32,2015-9-4 16:32,2015-9-4 16:33,2015-9-4 16:33,II道
G6118,2015-09-04,英德西,2015-9-4 16:36,2015-9-4 16:36,2015-9-4 16:39,2015-9-4 16:39,II道
G1110,2015-09-04,英德西,2015-9-4 16:49,2015-9-4 16:50,2015-9-4 16:48,2015-9-4 16:50,4道
G1004,2015-09-04,英德西,2015-9-4 17:07,2015-9-4 17:07,2015-9-4 17:08,2015-9-4 17:08,II道
G66,2015-09-04,英德西,2015-9-4 17:11,2015-9-4 17:11,2015-9-4 17:03,2015-9-4 17:03,II道
G68,2015-09-04,英德西,2015-9-4 17:15,2015-9-4 17:15,2015-9-4 17:15,2015-9-4 17:15,II道
G1010,2015-09-04,英德西,2015-9-4 17:25,2015-9-4 17:26,2015-9-4 17:23,2015-9-4 17:25,4道
G6018,2015-09-04,英德西,2015-9-4 17:35,2015-9-4 17:35,2015-9-4 17:32,2015-9-4 17:32,II道
G280,2015-09-04,英德西,2015-9-4 17:42,2015-9-4 17:44,2015-9-4 17:41,2015-9-4 17:43,4道
G1136,2015-09-04,英德西,2015-9-4 17:52,2015-9-4 17:52,2015-9-4 17:52,2015-9-4 17:52,II道
G546,2015-09-04,英德西,2015-9-4 17:59,2015-9-4 17:59,2015-9-4 17:57,2015-9-4 17:57,II道
G1126,2015-09-04,英德西,2015-9-4 18:02,2015-9-4 18:02,2015-9-4 18:03,2015-9-4 18:03,II道
G1132,2015-09-04,英德西,2015-9-4 18:18,2015-9-4 18:18,2015-9-4 18:20,2015-9-4 18:20,II道
G1316,2015-09-04,英德西,2015-9-4 18:25,2015-9-4 18:25,2015-9-4 18:26,2015-9-4 18:26,II道
G832,2015-09-04,英德西,2015-9-4 18:35,2015-9-4 18:35,2015-9-4 18:37,2015-9-4 18:37,II道
G532,2015-09-04,英德西,2015-9-4 18:41,2015-9-4 18:41,2015-9-4 18:43,2015-9-4 18:43,II道
G1122,2015-09-04,英德西,2015-9-4 18:47,2015-9-4 18:47,2015-9-4 18:50,2015-9-4 18:50,II道
G1406,2015-09-04,英德西,2015-9-4 19:25,2015-9-4 19:27,2015-9-4 19:10,2015-9-4 19:10,II道
G6108,2015-09-04,英德西,2015-9-4 19:42,2015-9-4 19:42,2015-9-4 19:33,2015-9-4 19:33,II道
G1018,2015-09-04,英德西,2015-9-4 19:56,2015-9-4 19:56,2015-9-4 19:46,2015-9-4 19:46,II道
G1404,2015-09-04,英德西,2015-9-4 20:04,2015-9-4 20:04,2015-9-4 19:53,2015-9-4 19:53,II道
G6020,2015-09-04,英德西,2015-9-4 20:19,2015-9-4 20:19,2015-9-4 20:21,2015-9-4 20:21,II道
G74,2015-09-04,英德西,2015-9-4 20:26,2015-9-4 20:26,2015-9-4 20:27,2015-9-4 20:27,II道
G552,2015-09-04,英德西,2015-9-4 21:20,2015-9-4 21:21,2015-9-4 21:16,2015-9-4 21:18,4道
G80,2015-09-04,英德西,2015-9-4 21:29,2015-9-4 21:29,2015-9-4 21:26,2015-9-4 21:26,II道
G70,2015-09-04,英德西,2015-9-4 21:33,2015-9-4 21:33,2015-9-4 21:33,2015-9-4 21:33,II道
G6142,2015-09-05,英德西,2015-9-5 7:08,2015-9-5 7:08,2015-9-5 7:09,2015-9-5 7:09,II道
G6114,2015-09-05,英德西,2015-9-5 7:19,2015-9-5 7:19,2015-9-5 7:20,2015-9-5 7:20,II道
G1102,2015-09-05,英德西,2015-9-5 7:25,2015-9-5 7:25,2015-9-5 7:26,2015-9-5 7:26,II道
G1020,2015-09-05,英德西,2015-9-5 7:31,2015-9-5 7:31,2015-9-5 7:33,2015-9-5 7:33,II道
G6132,2015-09-05,英德西,2015-9-5 7:38,2015-9-5 7:38,2015-9-5 7:39,2015-9-5 7:39,II道
G544,2015-09-05,英德西,2015-9-5 7:52,2015-9-5 7:52,2015-9-5 7:51,2015-9-5 7:51,II道
G822,2015-09-05,英德西,2015-9-5 7:56,2015-9-5 7:56,2015-9-5 7:56,2015-9-5 7:56,II道
G1118,2015-09-05,英德西,2015-9-5 8:07,2015-9-5 8:07,2015-9-5 8:06,2015-9-5 8:06,II道
G1128,2015-09-05,英德西,2015-9-5 8:12,2015-9-5 8:12,2015-9-5 8:13,2015-9-5 8:13,II道
G1116,2015-09-05,英德西,2015-9-5 8:17,2015-9-5 8:17,2015-9-5 8:19,2015-9-5 8:19,II道
G636,2015-09-05,英德西,2015-9-5 8:25,2015-9-5 8:25,2015-9-5 8:26,2015-9-5 8:26,II道
G6110,2015-09-05,英德西,2015-9-5 8:31,2015-9-5 8:31,2015-9-5 8:33,2015-9-5 8:33,II道
G1104,2015-09-05,英德西,2015-9-5 8:36,2015-9-5 8:36,2015-9-5 8:38,2015-9-5 8:38,II道
G96,2015-09-05,英德西,2015-9-5 8:42,2015-9-5 8:42,2015-9-5 8:44,2015-9-5 8:44,II道
G1106,2015-09-05,英德西,2015-9-5 8:46,2015-9-5 8:46,2015-9-5 8:50,2015-9-5 8:50,II道
G6002,2015-09-05,英德西,2015-9-5 8:55,2015-9-5 8:55,2015-9-5 8:55,2015-9-5 8:55,II道
G6028,2015-09-05,英德西,2015-9-5 9:03,2015-9-5 9:03,2015-9-5 9:01,2015-9-5 9:01,II道
G1112,2015-09-05,英德西,2015-9-5 9:07,2015-9-5 9:07,2015-9-5 9:07,2015-9-5 9:07,II道
G6022,2015-09-05,英德西,2015-9-5 9:17,2015-9-5 9:19,2015-9-5 9:18,2015-9-5 9:20,4道
G1130,2015-09-05,英德西,2015-9-5 9:27,2015-9-5 9:27,2015-9-5 9:28,2015-9-5 9:28,II道
G1002,2015-09-05,英德西,2015-9-5 9:31,2015-9-5 9:31,2015-9-5 9:34,2015-9-5 9:34,II道
G836,2015-09-05,英德西,2015-9-5 9:39,2015-9-5 9:39,2015-9-5 9:40,2015-9-5 9:40,II道
G1120,2015-09-05,英德西,2015-9-5 9:45,2015-9-5 9:45,2015-9-5 9:45,2015-9-5 9:45,II道
G6122,2015-09-05,英德西,2015-9-5 9:50,2015-9-5 9:50,2015-9-5 9:50,2015-9-5 9:50,II道
G1108,2015-09-05,英德西,2015-9-5 9:59,2015-9-5 10:00,2015-9-5 9:58,2015-9-5 10:00,4道
G6106,2015-09-05,英德西,2015-9-5 10:05,2015-9-5 10:05,2015-9-5 10:07,2015-9-5 10:07,II道
G638,2015-09-05,英德西,2015-9-5 10:11,2015-9-5 10:11,2015-9-5 10:13,2015-9-5 10:13,II道
G6102,2015-09-05,英德西,2015-9-5 10:20,2015-9-5 10:22,2015-9-5 10:22,2015-9-5 10:24,4道
G542,2015-09-05,英德西,2015-9-5 10:33,2015-9-5 10:33,2015-9-5 10:33,2015-9-5 10:33,II道
G1138,2015-09-05,英德西,2015-9-5 10:37,2015-9-5 10:37,2015-9-5 10:38,2015-9-5 10:38,II道
G1008,2015-09-05,英德西,2015-9-5 10:46,2015-9-5 10:46,2015-9-5 10:45,2015-9-5 10:45,II道
G1302,2015-09-05,英德西,2015-9-5 10:53,2015-9-5 10:55,2015-9-5 10:52,2015-9-5 10:54,4道
G1032,2015-09-05,英德西,2015-9-5 11:02,2015-9-5 11:02,2015-9-5 11:03,2015-9-5 11:03,II道
G9662,2015-09-05,英德西,2015-9-5 11:08,2015-9-5 11:08,2015-9-5 11:08,2015-9-5 11:08,II道
G6012,2015-09-05,英德西,2015-9-5 11:13,2015-9-5 11:13,2015-9-5 11:13,2015-9-5 11:13,II道
G1312,2015-09-05,英德西,2015-9-5 11:27,2015-9-5 11:27,2015-9-5 11:25,2015-9-5 11:25,II道
G682,2015-09-05,英德西,2015-9-5 11:31,2015-9-5 11:31,2015-9-5 11:30,2015-9-5 11:30,II道
G632,2015-09-05,英德西,2015-9-5 11:38,2015-9-5 11:39,2015-9-5 11:38,2015-9-5 11:40,4道
G6146,2015-09-05,英德西,2015-9-5 11:47,2015-9-5 11:47,2015-9-5 11:48,2015-9-5 11:48,II道
G6016,2015-09-05,英德西,2015-9-5 11:55,2015-9-5 11:55,2015-9-5 11:56,2015-9-5 11:56,II道
G554,2015-09-05,英德西,2015-9-5 12:02,2015-9-5 12:02,2015-9-5 12:03,2015-9-5 12:03,II道
G6120,2015-09-05,英德西,2015-9-5 12:10,2015-9-5 12:11,2015-9-5 12:11,2015-9-5 12:13,4道
G1016,2015-09-05,英德西,2015-9-5 12:18,2015-9-5 12:18,2015-9-5 12:19,2015-9-5 12:19,II道
G86,2015-09-05,英德西,2015-9-5 12:22,2015-9-5 12:22,2015-9-5 12:24,2015-9-5 12:24,II道
G1014,2015-09-05,英德西,2015-9-5 12:31,2015-9-5 12:31,2015-9-5 12:34,2015-9-5 12:34,II道
G6104,2015-09-05,英德西,2015-9-5 12:43,2015-9-5 12:45,2015-9-5 12:42,2015-9-5 12:44,4道
G1012,2015-09-05,英德西,2015-9-5 12:52,2015-9-5 12:52,2015-9-5 12:51,2015-9-5 12:51,II道
G276,2015-09-05,英德西,2015-9-5 12:57,2015-9-5 12:57,2015-9-5 12:57,2015-9-5 12:57,II道
G6152,2015-09-05,英德西,2015-9-5 13:01,2015-9-5 13:01,2015-9-5 13:03,2015-9-5 13:03,II道
G1114,2015-09-05,英德西,2015-9-5 13:20,2015-9-5 13:20,2015-9-5 13:17,2015-9-5 13:17,II道
G548,2015-09-05,英德西,2015-9-5 13:24,2015-9-5 13:24,2015-9-5 13:23,2015-9-5 13:23,II道
G76,2015-09-05,英德西,2015-9-5 13:37,2015-9-5 13:37,2015-9-5 13:35,2015-9-5 13:35,II道
G1304,2015-09-05,英德西,2015-9-5 13:44,2015-9-5 13:44,2015-9-5 13:44,2015-9-5 13:44,II道
G6116,2015-09-05,英德西,2015-9-5 13:50,2015-9-5 13:50,2015-9-5 13:50,2015-9-5 13:50,II道
G6014,2015-09-05,英德西,2015-9-5 13:55,2015-9-5 13:55,2015-9-5 13:56,2015-9-5 13:56,II道
G818,2015-09-05,英德西,2015-9-5 14:01,2015-9-5 14:01,2015-9-5 14:02,2015-9-5 14:02,II道
G72,2015-09-05,英德西,2015-9-5 14:07,2015-9-5 14:07,2015-9-5 14:08,2015-9-5 14:08,II道
G6026,2015-09-05,英德西,2015-9-5 14:22,2015-9-5 14:22,2015-9-5 14:24,2015-9-5 14:24,II道
G78,2015-09-05,英德西,2015-9-5 14:30,2015-9-5 14:32,2015-9-5 14:32,2015-9-5 14:34,4道
G6024,2015-09-05,英德西,2015-9-5 14:40,2015-9-5 14:40,2015-9-5 14:42,2015-9-5 14:42,II道
G1306,2015-09-05,英德西,2015-9-5 14:49,2015-9-5 14:49,2015-9-5 14:47,2015-9-5 14:47,II道
G9666,2015-09-05,英德西,2015-9-5 14:53,2015-9-5 14:53,2015-9-5 14:53,2015-9-5 14:53,II道
G1006,2015-09-05,英德西,2015-9-5 15:07,2015-9-5 15:07,2015-9-5 15:07,2015-9-5 15:07,II道
G1124,2015-09-05,英德西,2015-9-5 15:12,2015-9-5 15:12,2015-9-5 15:12,2015-9-5 15:12,II道
G1140,2015-09-05,英德西,2015-9-5 15:26,2015-9-5 15:26,2015-9-5 15:26,2015-9-5 15:26,II道
G1402,2015-09-05,英德西,2015-9-5 15:31,2015-9-5 15:31,2015-9-5 15:32,2015-9-5 15:32,II道
G94,2015-09-05,英德西,2015-9-5 15:36,2015-9-5 15:36,2015-9-5 15:38,2015-9-5 15:38,II道
G826,2015-09-05,英德西,2015-9-5 15:43,2015-9-5 15:43,2015-9-5 15:44,2015-9-5 15:44,II道
G1134,2015-09-05,英德西,2015-9-5 15:50,2015-9-5 15:50,2015-9-5 15:52,2015-9-5 15:52,II道
G840,2015-09-05,英德西,2015-9-5 15:58,2015-9-5 15:58,2015-9-5 15:59,2015-9-5 15:59,II道
G634,2015-09-05,英德西,2015-9-5 16:06,2015-9-5 16:06,2015-9-5 16:06,2015-9-5 16:06,II道
G1022,2015-09-05,英德西,2015-9-5 16:10,2015-9-5 16:10,2015-9-5 16:12,2015-9-5 16:12,II道
G312,2015-09-05,英德西,2015-9-5 16:21,2015-9-5 16:21,2015-9-5 16:21,2015-9-5 16:21,II道
G6112,2015-09-05,英德西,2015-9-5 16:32,2015-9-5 16:32,2015-9-5 16:33,2015-9-5 16:33,II道
G6118,2015-09-05,英德西,2015-9-5 16:35,2015-9-5 16:35,2015-9-5 16:39,2015-9-5 16:39,II道
G1110,2015-09-05,英德西,2015-9-5 17:00,2015-9-5 17:02,2015-9-5 16:48,2015-9-5 16:50,4道
G66,2015-09-05,英德西,2015-9-5 17:07,2015-9-5 17:07,2015-9-5 17:03,2015-9-5 17:03,II道
G1004,2015-09-05,英德西,2015-9-5 17:11,2015-9-5 17:11,2015-9-5 17:08,2015-9-5 17:08,II道
G68,2015-09-05,英德西,2015-9-5 17:15,2015-9-5 17:15,2015-9-5 17:15,2015-9-5 17:15,II道
G1010,2015-09-05,英德西,2015-9-5 17:25,2015-9-5 17:27,2015-9-5 17:23,2015-9-5 17:25,4道
G6018,2015-09-05,英德西,2015-9-5 17:34,2015-9-5 17:34,2015-9-5 17:32,2015-9-5 17:32,II道
G280,2015-09-05,英德西,2015-9-5 17:41,2015-9-5 17:42,2015-9-5 17:41,2015-9-5 17:43,4道
G1136,2015-09-05,英德西,2015-9-5 17:57,2015-9-5 17:57,2015-9-5 17:52,2015-9-5 17:52,II道
G546,2015-09-05,英德西,2015-9-5 18:00,2015-9-5 18:00,2015-9-5 17:57,2015-9-5 17:57,II道
G1126,2015-09-05,英德西,2015-9-5 18:04,2015-9-5 18:04,2015-9-5 18:03,2015-9-5 18:03,II道
G1132,2015-09-05,英德西,2015-9-5 18:18,2015-9-5 18:18,2015-9-5 18:20,2015-9-5 18:20,II道
G1316,2015-09-05,英德西,2015-9-5 18:26,2015-9-5 18:26,2015-9-5 18:26,2015-9-5 18:26,II道
G832,2015-09-05,英德西,2015-9-5 18:35,2015-9-5 18:35,2015-9-5 18:37,2015-9-5 18:37,II道
G532,2015-09-05,英德西,2015-9-5 18:41,2015-9-5 18:41,2015-9-5 18:43,2015-9-5 18:43,II道
G1122,2015-09-05,英德西,2015-9-5 18:46,2015-9-5 18:46,2015-9-5 18:50,2015-9-5 18:50,II道
G1406,2015-09-05,英德西,2015-9-5 19:09,2015-9-5 19:09,2015-9-5 19:10,2015-9-5 19:10,II道
G6108,2015-09-05,英德西,2015-9-5 19:32,2015-9-5 19:32,2015-9-5 19:33,2015-9-5 19:33,II道
G1018,2015-09-05,英德西,2015-9-5 19:46,2015-9-5 19:46,2015-9-5 19:46,2015-9-5 19:46,II道
G1404,2015-09-05,英德西,2015-9-5 19:54,2015-9-5 19:54,2015-9-5 19:53,2015-9-5 19:53,II道
G6020,2015-09-05,英德西,2015-9-5 20:20,2015-9-5 20:20,2015-9-5 20:21,2015-9-5 20:21,II道
G74,2015-09-05,英德西,2015-9-5 20:27,2015-9-5 20:27,2015-9-5 20:27,2015-9-5 20:27,II道
G552,2015-09-05,英德西,2015-9-5 21:16,2015-9-5 21:18,2015-9-5 21:16,2015-9-5 21:18,4道
G80,2015-09-05,英德西,2015-9-5 21:26,2015-9-5 21:26,2015-9-5 21:26,2015-9-5 21:26,II道
G70,2015-09-05,英德西,2015-9-5 21:32,2015-9-5 21:32,2015-9-5 21:33,2015-9-5 21:33,II道
G96,2015-09-06,英德西,2015-9-6 7:03,2015-9-6 7:03,2015-9-6 6:56,2015-9-6 6:56,II道
G6014,2015-09-06,英德西,2015-9-6 7:08,2015-9-6 7:08,2015-9-6 7:09,2015-9-6 7:09,II道
G818,2015-09-06,英德西,2015-9-6 7:21,2015-9-6 7:21,2015-9-6 7:20,2015-9-6 7:20,II道
G72,2015-09-06,英德西,2015-9-6 7:25,2015-9-6 7:25,2015-9-6 7:26,2015-9-6 7:26,II道
G6116,2015-09-06,英德西,2015-9-6 7:31,2015-9-6 7:31,2015-9-6 7:33,2015-9-6 7:33,II道
G832,2015-09-06,英德西,2015-9-6 7:38,2015-9-6 7:38,2015-9-6 7:39,2015-9-6 7:39,II道
G544,2015-09-06,英德西,2015-9-6 7:50,2015-9-6 7:50,2015-9-6 7:51,2015-9-6 7:51,II道
G1110,2015-09-06,英德西,2015-9-6 7:55,2015-9-6 7:55,2015-9-6 7:56,2015-9-6 7:56,II道
G1118,2015-09-06,英德西,2015-9-6 8:04,2015-9-6 8:04,2015-9-6 8:06,2015-9-6 8:06,II道
G1128,2015-09-06,英德西,2015-9-6 8:11,2015-9-6 8:11,2015-9-6 8:13,2015-9-6 8:13,II道
G1020,2015-09-06,英德西,2015-9-6 8:17,2015-9-6 8:17,2015-9-6 8:19,2015-9-6 8:19,II道
G1004,2015-09-06,英德西,2015-9-6 8:25,2015-9-6 8:25,2015-9-6 8:26,2015-9-6 8:26,II道
G6110,2015-09-06,英德西,2015-9-6 8:31,2015-9-6 8:31,2015-9-6 8:33,2015-9-6 8:33,II道
G94,2015-09-06,英德西,2015-9-6 8:36,2015-9-6 8:36,2015-9-6 8:38,2015-9-6 8:38,II道
G6114,2015-09-06,英德西,2015-9-6 8:41,2015-9-6 8:41,2015-9-6 8:44,2015-9-6 8:44,II道
G1022,2015-09-06,英德西,2015-9-6 8:48,2015-9-6 8:48,2015-9-6 8:50,2015-9-6 8:50,II道
G6002,2015-09-06,英德西,2015-9-6 8:53,2015-9-6 8:53,2015-9-6 8:55,2015-9-6 8:55,II道
G6028,2015-09-06,英德西,2015-9-6 8:58,2015-9-6 8:58,2015-9-6 9:01,2015-9-6 9:01,II道
G836,2015-09-06,英德西,2015-9-6 9:06,2015-9-6 9:06,2015-9-6 9:07,2015-9-6 9:07,II道
G6022,2015-09-06,英德西,2015-9-6 9:17,2015-9-6 9:18,2015-9-6 9:18,2015-9-6 9:20,4道
G1130,2015-09-06,英德西,2015-9-6 9:27,2015-9-6 9:27,2015-9-6 9:28,2015-9-6 9:28,II道
G6132,2015-09-06,英德西,2015-9-6 9:32,2015-9-6 9:32,2015-9-6 9:34,2015-9-6 9:34,II道
G1116,2015-09-06,英德西,2015-9-6 9:39,2015-9-6 9:39,2015-9-6 9:40,2015-9-6 9:40,II道
G1120,2015-09-06,英德西,2015-9-6 9:46,2015-9-6 9:46,2015-9-6 9:45,2015-9-6 9:45,II道
G822,2015-09-06,英德西,2015-9-6 9:50,2015-9-6 9:50,2015-9-6 9:50,2015-9-6 9:50,II道
G636,2015-09-06,英德西,2015-9-6 9:59,2015-9-6 10:00,2015-9-6 9:58,2015-9-6 10:00,4道
G542,2015-09-06,英德西,2015-9-6 10:07,2015-9-6 10:07,2015-9-6 10:07,2015-9-6 10:07,II道
G638,2015-09-06,英德西,2015-9-6 10:12,2015-9-6 10:12,2015-9-6 10:13,2015-9-6 10:13,II道
G1102,2015-09-06,英德西,2015-9-6 10:19,2015-9-6 10:22,2015-9-6 10:22,2015-9-6 10:24,4道
G552,2015-09-06,英德西,2015-9-6 10:33,2015-9-6 10:33,2015-9-6 10:33,2015-9-6 10:33,II道
G1138,2015-09-06,英德西,2015-9-6 10:36,2015-9-6 10:36,2015-9-6 10:38,2015-9-6 10:38,II道
G1302,2015-09-06,英德西,2015-9-6 10:46,2015-9-6 10:46,2015-9-6 10:45,2015-9-6 10:45,II道
G68,2015-09-06,英德西,2015-9-6 10:53,2015-9-6 10:55,2015-9-6 10:52,2015-9-6 10:54,4道
G1032,2015-09-06,英德西,2015-9-6 11:02,2015-9-6 11:02,2015-9-6 11:03,2015-9-6 11:03,II道
G6122,2015-09-06,英德西,2015-9-6 11:07,2015-9-6 11:07,2015-9-6 11:08,2015-9-6 11:08,II道
G1104,2015-09-06,英德西,2015-9-6 11:11,2015-9-6 11:11,2015-9-6 11:13,2015-9-6 11:13,II道
G9662,2015-09-06,英德西,2015-9-6 11:26,2015-9-6 11:26,2015-9-6 11:25,2015-9-6 11:25,II道
G1112,2015-09-06,英德西,2015-9-6 11:31,2015-9-6 11:31,2015-9-6 11:30,2015-9-6 11:30,II道
G280,2015-09-06,英德西,2015-9-6 11:39,2015-9-6 11:40,2015-9-6 11:38,2015-9-6 11:40,4道
G6146,2015-09-06,英德西,2015-9-6 11:46,2015-9-6 11:46,2015-9-6 11:48,2015-9-6 11:48,II道
G1406,2015-09-06,英德西,2015-9-6 11:56,2015-9-6 11:56,2015-9-6 11:56,2015-9-6 11:56,II道
G554,2015-09-06,英德西,2015-9-6 12:02,2015-9-6 12:02,2015-9-6 12:03,2015-9-6 12:03,II道
G632,2015-09-06,英德西,2015-9-6 12:11,2015-9-6 12:12,2015-9-6 12:11,2015-9-6 12:13,4道
G6120,2015-09-06,英德西,2015-9-6 12:18,2015-9-6 12:18,2015-9-6 12:19,2015-9-6 12:19,II道
G6012,2015-09-06,英德西,2015-9-6 12:22,2015-9-6 12:22,2015-9-6 12:24,2015-9-6 12:24,II道
G86,2015-09-06,英德西,2015-9-6 12:32,2015-9-6 12:32,2015-9-6 12:34,2015-9-6 12:34,II道
G1108,2015-09-06,英德西,2015-9-6 12:41,2015-9-6 12:43,2015-9-6 12:42,2015-9-6 12:44,4道
G1012,2015-09-06,英德西,2015-9-6 12:51,2015-9-6 12:51,2015-9-6 12:51,2015-9-6 12:51,II道
G1016,2015-09-06,英德西,2015-9-6 12:58,2015-9-6 12:58,2015-9-6 12:57,2015-9-6 12:57,II道
G6152,2015-09-06,英德西,2015-9-6 13:01,2015-9-6 13:01,2015-9-6 13:03,2015-9-6 13:03,II道
G1008,2015-09-06,英德西,2015-9-6 13:17,2015-9-6 13:17,2015-9-6 13:17,2015-9-6 13:17,II道
G548,2015-09-06,英德西,2015-9-6 13:21,2015-9-6 13:21,2015-9-6 13:23,2015-9-6 13:23,II道
G312,2015-09-06,英德西,2015-9-6 13:36,2015-9-6 13:36,2015-9-6 13:35,2015-9-6 13:35,II道
